Vbattery, sensor current, sma current, sma Vbattery, error, sma error, timestamp, time, supply voltage, supply current
3.6560455603561595,0.16607144515119718,0.8875737898162449,3.5476965596238688,0.02718993100082005,0.010028968033425428,2022-07-06-11-40-39,13.256850004196167,3.89,2.603
3.657852747261873,0.16097853535276774,1.070724847054563,3.5634331578578693,0.023563824701519107,0.011962518986010239,2022-07-06-11-40-40,14.356820583343506,3.9,2.603
3.659495644471283,0.16245712206808452,1.2102701590099771,3.5754409686845463,0.0208237087650055,0.013070167708384647,2022-07-06-11-40-42,15.44729232788086,3.9,2.603
3.6614671211507455,0.1665643073899426,1.3241931029444112,3.5849994300696792,0.018729016311056255,0.013698928664237046,2022-07-06-11-40-43,16.564659595489502,3.9,2.603
3.663110018407119,0.1632785591322734,1.411452313153982,3.592810488903423,0.017020404405587986,0.014031076238372141,2022-07-06-11-40-44,17.697388887405396,3.9,2.603
3.6649172054138033,0.16459285843516364,1.484256810575432,3.599365644949821,0.01563738464205128,0.014177104275070245,2022-07-06-11-40-45,18.83713936805725,3.9,2.603
3.6660672335224307,0.16179997241679747,1.542179497429549,3.6049241106642054,0.014430104930932627,0.014198187663058777,2022-07-06-11-40-46,19.9536554813385,3.9,2.603
3.6675458411060613,0.16409999619655244,1.593279772041386,3.6097411668520403,0.013433835904217086,0.01413939137391711,2022-07-06-11-40-47,21.063650846481323,3.9,2.603
3.6686958692386398,0.16196425982961396,1.6352789758450754,3.613952217022512,0.012556421063385757,0.014026322066022013,2022-07-06-11-40-48,22.19652509689331,3.9,2.603
3.670338766589083,0.16344284654512195,1.672842029289317,3.6177113203269498,0.011828852815856253,0.013879824116010962,2022-07-06-11-40-49,23.335654497146606,3.91,2.603
3.671981663960932,0.16377142137082992,1.7059521476116082,3.621103216804074,0.011192230600605813,0.01371184952129814,2022-07-06-11-40-51,24.454656839370728,3.91,2.603
3.672967402394321,0.16590715773828962,1.7366501603722504,3.6241540512505592,0.01059184870841657,0.013528320061716871,2022-07-06-11-40-52,25.576906204223633,3.91,2.603
3.6739531408354216,0.16377142137082992,1.7625364804874575,3.626920667338607,0.010058175915787912,0.01333553427583193,2022-07-06-11-40-53,26.70889401435852,3.91,2.603
3.6749388792842357,0.16278569689374936,1.7850854282320463,3.6294479416515353,0.009580679206999817,0.013137910324840765,2022-07-06-11-40-54,27.845632553100586,3.91,2.603
3.676417486971926,0.16442857102228955,1.8063492674364965,3.631796418917555,0.00917557563103435,0.012939793590150444,2022-07-06-11-40-55,28.966437578201294,3.91,2.603
3.6775675151854705,0.16705716962872225,1.8270657485980146,3.6339759949303128,0.00879340670639197,0.012742346595685754,2022-07-06-11-40-56,30.0840961933136,3.91,2.603
3.678553253662588,0.16426428360941916,1.8444001527459328,3.636002233963598,0.008438512695970391,0.012546717782062329,2022-07-06-11-40-57,31.21980571746826,3.91,2.603
3.6793747023994197,0.16492143326092282,1.8605645343538406,3.6378879934608075,0.008107336002094803,0.012353701182933306,2022-07-06-11-40-58,32.3388192653656,3.91,2.603
