Vbattery, sensor current, sma current, sma Vbattery, error, sma error, timestamp, time, supply voltage, supply current
1.270740594369516,0.008191241629084795,0.28469001520117093,0.41567897046715996,0.2116570477281622,0.07592819923189997,2022-07-06-11-07-25,13.72831106185913,1.35,0.501
1.31361967634472,0.006876942318212476,0.2940646155333718,0.5439562141639543,0.18754590976345392,0.0918735864506934,2022-07-06-11-07-26,14.854578495025635,1.39,0.501
1.3507486938467614,0.0072055171459650385,0.3015804589026998,0.6448052741243052,0.16874379823077734,0.1014823629232039,2022-07-06-11-07-27,15.999446868896484,1.42,0.501
1.3842633854918382,0.008684103870567568,0.3093656873369584,0.7269672864984755,0.15371834194347728,0.10728636059212317,2022-07-06-11-07-28,17.08687710762024,1.44,0.501
1.4146566135221532,0.008848391284383804,0.3157878273323654,0.7957362192008433,0.14138583055216106,0.11069630758812696,2022-07-06-11-07-29,18.184308767318726,1.47,0.501
1.443406966839654,0.009176966111999297,0.32139495505222565,0.8546153780770989,0.1311462417126465,0.11255539250853784,2022-07-06-11-07-30,19.28640913963318,1.5,0.501
1.4713358838489294,0.009669828353380245,0.326552454605376,0.9060087535580847,0.12254479798736556,0.1133878429651068,2022-07-06-11-07-31,20.388522386550903,1.53,0.501
1.4979505010884573,0.008355529042918074,0.3297229096242567,0.9515427341373441,0.11516555331445497,0.11352458991505666,2022-07-06-11-07-33,21.48284912109375,1.56,0.501
1.523579393839124,0.006712654904327526,0.3310550335829358,0.9924024955446142,0.10877007755989866,0.11318498188968824,2022-07-06-11-07-34,22.58251976966858,1.57,0.501
1.5482225619012557,0.009834115767162655,0.33466633282204883,1.029457166635057,0.1031616169267142,0.1125167575588233,2022-07-06-11-07-35,23.694726705551147,1.6,0.501
1.5731943075279873,0.010655552835990862,0.33843233605608625,1.063440737940865,0.09827474997046529,0.11162663208455093,2022-07-06-11-07-36,24.809483528137207,1.63,0.501
1.5973446160921072,0.010984127663483204,0.34198346508366906,1.09484684842035,0.0939144887112685,0.11058474129788726,2022-07-06-11-07-37,25.918671369552612,1.65,0.501
1.6201806239310443,0.009834115767162655,0.3443857460328892,1.1240320581709442,0.08996568421836121,0.10943923812680248,2022-07-06-11-07-38,27.01206612586975,1.68,0.501
1.6425237699935826,0.006712654904327526,0.34459558282304054,1.1513210956352935,0.08640660326279158,0.10822699418659139,2022-07-06-11-07-39,28.10752296447754,1.7,0.501
1.664866917764673,0.007041229732091642,0.3449783931822545,1.1769983867417626,0.08320343048820653,0.10697581600167214,2022-07-06-11-07-40,29.20573353767395,1.73,0.501
1.687210067269115,0.00786266680140112,0.34578654838357653,1.2012941810525888,0.08030532186993201,0.10570579247158929,2022-07-06-11-07-41,30.306191205978394,1.75,0.501
1.7085674912327107,0.0065483674904367895,0.3458159358463633,1.2243520587880488,0.07762587196509854,0.10442943244856698,2022-07-06-11-07-42,31.409523248672485,1.76,0.501
1.7305820684071265,0.006219792662637903,0.3456741094009962,1.2463620592062696,0.07520798958289494,0.1031589349326682,2022-07-06-11-07-44,32.52371263504028,1.78,0.501
1.7517752077910866,0.008684103870567568,0.34675633462641414,1.2674209403973038,0.072957370824606,0.1019005364281656,2022-07-06-11-07-45,33.61507487297058,1.81,0.501
1.7724754850575997,0.009176966111999297,0.3479847305313907,1.2876231221837156,0.07086708708228227,0.10065919845433026,2022-07-06-11-07-46,34.71627497673035,1.83,0.501
1.7933400518482996,0.0075340919736945604,0.3483726450282273,1.3070737733246611,0.06894391322491372,0.0994393797916604,2022-07-06-11-07-47,35.824739933013916,1.85,0.501
1.8135474684882567,0.006384080076540252,0.34822897299325356,1.3258320583307202,0.06713885779584126,0.09824306416218562,2022-07-06-11-07-48,36.9067656993866,1.87,0.501
1.8330977348452482,0.005891217834815738,0.34788775190923305,1.3439486896348105,0.06543926524445377,0.09707149991512377,2022-07-06-11-07-49,38.00563716888428,1.89,0.501
1.8526480026722985,0.008026954215245814,0.3484395268396165,1.3614900452567928,0.06385688602316399,0.09592616840160792,2022-07-06-11-07-50,39.1039834022522,1.9,0.501
1.8715411200519931,0.005234068179101256,0.3478554257021416,1.378491747749966,0.062358093735048345,0.09480723257938926,2022-07-06-11-07-51,40.198484897613525,1.92,0.501
1.8899413748488822,0.007369804559832676,0.3481223776139629,1.394990122817673,0.060940098930591595,0.09371474439717,2022-07-06-11-07-52,41.2985475063324,1.94,0.501
1.90801305497635,0.009505540939592222,0.3491605963513504,1.4110220894476317,0.05960046084299398,0.092648673036102,2022-07-06-11-07-53,42.39937901496887,1.96,0.501
1.925427584338919,0.006219792662637903,0.3489603942680646,1.4266101347473676,0.0583220992829811,0.09160847383146196,2022-07-06-11-07-55,43.51405167579651,1.98,0.501
1.9431706909909336,0.005726930420895901,0.3486008300295761,1.441803092283943,0.05712859949971738,0.0905943598805283,2022-07-06-11-07-56,44.64276719093323,2.0,0.501
1.9594352065530194,0.0072055171459650385,0.3487605595283881,1.4565925812630596,0.055961054244356476,0.08960483686235196,2022-07-06-11-07-57,45.76523494720459,2.02,0.501
1.9756997232068565,0.008519816456745662,0.34934243127290393,1.4710122240948318,0.054858372644619825,0.0886396573007483,2022-07-06-11-07-58,46.89034938812256,2.03,0.501
1.9914713767713388,0.0044126311093258055,0.3485823285441003,1.4850786876806832,0.05380197483164314,0.0876980983150968,2022-07-06-11-07-59,48.017526149749756,2.05,0.501
